instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
283821573,1108678,BANKEX2492358400PE,BANKEX,0,2024-09-23,58400.0,0.05,15,PE,BFO-OPT,BFO
283823877,1108687,BANKEX2492360000CE,BANKEX,0,2024-09-23,60000.0,0.05,15,CE,BFO-OPT,BFO
283826181,1108696,BANKEX2492354700PE,BANKEX,0,2024-09-23,54700.0,0.05,15,PE,BFO-OPT,BFO
283826693,1108698,BANKEX2492353200PE,BANKEX,0,2024-09-23,53200.0,0.05,15,PE,BFO-OPT,BFO
283827205,1108700,BANKEX2492358700CE,BANKEX,0,2024-09-23,58700.0,0.05,15,CE,BFO-OPT,BFO
283832069,1108719,BANKEX2492356700CE,BANKEX,0,2024-09-23,56700.0,0.05,15,CE,BFO-OPT,BFO
283832837,1108722,BANKEX2492355200CE,BANKEX,0,2024-09-23,55200.0,0.05,15,CE,BFO-OPT,BFO
283833605,1108725,BANKEX2492360300PE,BANKEX,0,2024-09-23,60300.0,0.05,15,PE,BFO-OPT,BFO
283840517,1108752,BANKEX2492359200PE,BANKEX,0,2024-09-23,59200.0,0.05,15,PE,BFO-OPT,BFO
283843589,1108764,BANKEX2492355500PE,BANKEX,0,2024-09-23,55500.0,0.05,15,PE,BFO-OPT,BFO
283844101,1108766,BANKEX2492354000PE,BANKEX,0,2024-09-23,54000.0,0.05,15,PE,BFO-OPT,BFO
283844869,1108769,BANKEX2492359500CE,BANKEX,0,2024-09-23,59500.0,0.05,15,CE,BFO-OPT,BFO
283848453,1108783,BANKEX2492355800CE,BANKEX,0,2024-09-23,55800.0,0.05,15,CE,BFO-OPT,BFO
283850245,1108790,BANKEX2492357500CE,BANKEX,0,2024-09-23,57500.0,0.05,15,CE,BFO-OPT,BFO
283851525,1108795,BANKEX2492356000CE,BANKEX,0,2024-09-23,56000.0,0.05,15,CE,BFO-OPT,BFO
283855621,1108811,BANKEX2492353800CE,BANKEX,0,2024-09-23,53800.0,0.05,15,CE,BFO-OPT,BFO
283858949,1108824,BANKEX2492360600PE,BANKEX,0,2024-09-23,60600.0,0.05,15,PE,BFO-OPT,BFO
283861765,1108835,BANKEX2492357800PE,BANKEX,0,2024-09-23,57800.0,0.05,15,PE,BFO-OPT,BFO
283862789,1108839,BANKEX2492356300PE,BANKEX,0,2024-09-23,56300.0,0.05,15,PE,BFO-OPT,BFO
283863557,1108842,BANKEX2492360900CE,BANKEX,0,2024-09-23,60900.0,0.05,15,CE,BFO-OPT,BFO
283867909,1108859,BANKEX2492356600CE,BANKEX,0,2024-09-23,56600.0,0.05,15,CE,BFO-OPT,BFO
283868933,1108863,BANKEX2492359800CE,BANKEX,0,2024-09-23,59800.0,0.05,15,CE,BFO-OPT,BFO
283869957,1108867,BANKEX2492358300CE,BANKEX,0,2024-09-23,58300.0,0.05,15,CE,BFO-OPT,BFO
283872773,1108878,BANKEX2492352900CE,BANKEX,0,2024-09-23,52900.0,0.05,15,CE,BFO-OPT,BFO
283873541,1108881,BANKEX2492354600CE,BANKEX,0,2024-09-23,54600.0,0.05,15,CE,BFO-OPT,BFO
283873797,1108882,BANKEX2492353100CE,BANKEX,0,2024-09-23,53100.0,0.05,15,CE,BFO-OPT,BFO
283877637,1108897,BANKEX2492356900PE,BANKEX,0,2024-09-23,56900.0,0.05,15,PE,BFO-OPT,BFO
283879685,1108905,BANKEX2492358600PE,BANKEX,0,2024-09-23,58600.0,0.05,15,PE,BFO-OPT,BFO
283880197,1108907,BANKEX2492357100PE,BANKEX,0,2024-09-23,57100.0,0.05,15,PE,BFO-OPT,BFO
283881477,1108912,BANKEX2492360200CE,BANKEX,0,2024-09-23,60200.0,0.05,15,CE,BFO-OPT,BFO
283883013,1108918,BANKEX2492354900PE,BANKEX,0,2024-09-23,54900.0,0.05,15,PE,BFO-OPT,BFO
283884037,1108922,BANKEX2492353400PE,BANKEX,0,2024-09-23,53400.0,0.05,15,PE,BFO-OPT,BFO
283885061,1108926,BANKEX2492358900CE,BANKEX,0,2024-09-23,58900.0,0.05,15,CE,BFO-OPT,BFO
283885573,1108928,BANKEX2492357400CE,BANKEX,0,2024-09-23,57400.0,0.05,15,CE,BFO-OPT,BFO
283886853,1108933,BANKEX2492359100CE,BANKEX,0,2024-09-23,59100.0,0.05,15,CE,BFO-OPT,BFO
283888645,1108940,BANKEX2492353700CE,BANKEX,0,2024-09-23,53700.0,0.05,15,CE,BFO-OPT,BFO
283889669,1108944,BANKEX2492356900CE,BANKEX,0,2024-09-23,56900.0,0.05,15,CE,BFO-OPT,BFO
283890181,1108946,BANKEX2492355400CE,BANKEX,0,2024-09-23,55400.0,0.05,15,CE,BFO-OPT,BFO
283890437,1108947,BANKEX2492360500PE,BANKEX,0,2024-09-23,60500.0,0.05,15,PE,BFO-OPT,BFO
283894789,1108964,BANKEX2492357700PE,BANKEX,0,2024-09-23,57700.0,0.05,15,PE,BFO-OPT,BFO
283896325,1108970,BANKEX2492359400PE,BANKEX,0,2024-09-23,59400.0,0.05,15,PE,BFO-OPT,BFO
283901957,1108992,BANKEX2492355700PE,BANKEX,0,2024-09-23,55700.0,0.05,15,PE,BFO-OPT,BFO
283902725,1108995,BANKEX2492354200PE,BANKEX,0,2024-09-23,54200.0,0.05,15,PE,BFO-OPT,BFO
283903493,1108998,BANKEX2492359700CE,BANKEX,0,2024-09-23,59700.0,0.05,15,CE,BFO-OPT,BFO
283904261,1109001,BANKEX2492358200CE,BANKEX,0,2024-09-23,58200.0,0.05,15,CE,BFO-OPT,BFO
283909893,1109023,BANKEX2492354500CE,BANKEX,0,2024-09-23,54500.0,0.05,15,CE,BFO-OPT,BFO
283911685,1109030,BANKEX2492357700CE,BANKEX,0,2024-09-23,57700.0,0.05,15,CE,BFO-OPT,BFO
283912709,1109034,BANKEX2492356200CE,BANKEX,0,2024-09-23,56200.0,0.05,15,CE,BFO-OPT,BFO
283916037,1109047,BANKEX2492358500PE,BANKEX,0,2024-09-23,58500.0,0.05,15,PE,BFO-OPT,BFO
283921157,1109067,BANKEX2492354800PE,BANKEX,0,2024-09-23,54800.0,0.05,15,PE,BFO-OPT,BFO
283922437,1109072,BANKEX2492356500PE,BANKEX,0,2024-09-23,56500.0,0.05,15,PE,BFO-OPT,BFO
283922949,1109074,BANKEX2492355000PE,BANKEX,0,2024-09-23,55000.0,0.05,15,PE,BFO-OPT,BFO
283923205,1109075,BANKEX2492359000CE,BANKEX,0,2024-09-23,59000.0,0.05,15,CE,BFO-OPT,BFO
283927557,1109092,BANKEX2492356800CE,BANKEX,0,2024-09-23,56800.0,0.05,15,CE,BFO-OPT,BFO
283928325,1109095,BANKEX2492355300CE,BANKEX,0,2024-09-23,55300.0,0.05,15,CE,BFO-OPT,BFO
283930629,1109104,BANKEX2492358500CE,BANKEX,0,2024-09-23,58500.0,0.05,15,CE,BFO-OPT,BFO
283931397,1109107,BANKEX2492357000CE,BANKEX,0,2024-09-23,57000.0,0.05,15,CE,BFO-OPT,BFO
283935237,1109122,BANKEX2492354800CE,BANKEX,0,2024-09-23,54800.0,0.05,15,CE,BFO-OPT,BFO
283936005,1109125,BANKEX2492353300CE,BANKEX,0,2024-09-23,53300.0,0.05,15,CE,BFO-OPT,BFO
283936517,1109127,BANKEX2492359300PE,BANKEX,0,2024-09-23,59300.0,0.05,15,PE,BFO-OPT,BFO
283940869,1109144,BANKEX2492355600PE,BANKEX,0,2024-09-23,55600.0,0.05,15,PE,BFO-OPT,BFO
283942405,1109150,BANKEX2492358800PE,BANKEX,0,2024-09-23,58800.0,0.05,15,PE,BFO-OPT,BFO
283942917,1109152,BANKEX2492357300PE,BANKEX,0,2024-09-23,57300.0,0.05,15,PE,BFO-OPT,BFO
283945477,1109162,BANKEX2492360400CE,BANKEX,0,2024-09-23,60400.0,0.05,15,CE,BFO-OPT,BFO
283949829,1109179,BANKEX2492353600PE,BANKEX,0,2024-09-23,53600.0,0.05,15,PE,BFO-OPT,BFO
283950597,1109182,BANKEX2492357600CE,BANKEX,0,2024-09-23,57600.0,0.05,15,CE,BFO-OPT,BFO
283950853,1109183,BANKEX2492356100CE,BANKEX,0,2024-09-23,56100.0,0.05,15,CE,BFO-OPT,BFO
283953413,1109193,BANKEX2492359300CE,BANKEX,0,2024-09-23,59300.0,0.05,15,CE,BFO-OPT,BFO
283957253,1109208,BANKEX2492353900CE,BANKEX,0,2024-09-23,53900.0,0.05,15,CE,BFO-OPT,BFO
283959557,1109217,BANKEX2492355600CE,BANKEX,0,2024-09-23,55600.0,0.05,15,CE,BFO-OPT,BFO
283960069,1109219,BANKEX2492360700PE,BANKEX,0,2024-09-23,60700.0,0.05,15,PE,BFO-OPT,BFO
283960325,1109220,BANKEX2492354100CE,BANKEX,0,2024-09-23,54100.0,0.05,15,CE,BFO-OPT,BFO
283964421,1109236,BANKEX2492357900PE,BANKEX,0,2024-09-23,57900.0,0.05,15,PE,BFO-OPT,BFO
283965189,1109239,BANKEX2492356400PE,BANKEX,0,2024-09-23,56400.0,0.05,15,PE,BFO-OPT,BFO
283967237,1109247,BANKEX2492359600PE,BANKEX,0,2024-09-23,59600.0,0.05,15,PE,BFO-OPT,BFO
283968517,1109252,BANKEX2492358100PE,BANKEX,0,2024-09-23,58100.0,0.05,15,PE,BFO-OPT,BFO
283972357,1109267,BANKEX2492355900PE,BANKEX,0,2024-09-23,55900.0,0.05,15,PE,BFO-OPT,BFO
283973637,1109272,BANKEX2492354400PE,BANKEX,0,2024-09-23,54400.0,0.05,15,PE,BFO-OPT,BFO
283973893,1109273,BANKEX2492359900CE,BANKEX,0,2024-09-23,59900.0,0.05,15,CE,BFO-OPT,BFO
283974405,1109275,BANKEX2492358400CE,BANKEX,0,2024-09-23,58400.0,0.05,15,CE,BFO-OPT,BFO
283978757,1109292,BANKEX2492354700CE,BANKEX,0,2024-09-23,54700.0,0.05,15,CE,BFO-OPT,BFO
283979269,1109294,BANKEX2492353200CE,BANKEX,0,2024-09-23,53200.0,0.05,15,CE,BFO-OPT,BFO
283981061,1109301,BANKEX2492356400CE,BANKEX,0,2024-09-23,56400.0,0.05,15,CE,BFO-OPT,BFO
283982341,1109306,BANKEX2492360000PE,BANKEX,0,2024-09-23,60000.0,0.05,15,PE,BFO-OPT,BFO
283985413,1109318,BANKEX2492358700PE,BANKEX,0,2024-09-23,58700.0,0.05,15,PE,BFO-OPT,BFO
283985669,1109319,BANKEX2492357200PE,BANKEX,0,2024-09-23,57200.0,0.05,15,PE,BFO-OPT,BFO
283988229,1109329,BANKEX2492360300CE,BANKEX,0,2024-09-23,60300.0,0.05,15,CE,BFO-OPT,BFO
283991301,1109341,BANKEX2492353500PE,BANKEX,0,2024-09-23,53500.0,0.05,15,PE,BFO-OPT,BFO
283992325,1109345,BANKEX2492356700PE,BANKEX,0,2024-09-23,56700.0,0.05,15,PE,BFO-OPT,BFO
283993093,1109348,BANKEX2492355200PE,BANKEX,0,2024-09-23,55200.0,0.05,15,PE,BFO-OPT,BFO
283994117,1109352,BANKEX2492359200CE,BANKEX,0,2024-09-23,59200.0,0.05,15,CE,BFO-OPT,BFO
283997445,1109365,BANKEX2492355500CE,BANKEX,0,2024-09-23,55500.0,0.05,15,CE,BFO-OPT,BFO
283997957,1109367,BANKEX2492354000CE,BANKEX,0,2024-09-23,54000.0,0.05,15,CE,BFO-OPT,BFO
283999493,1109373,BANKEX2492357200CE,BANKEX,0,2024-09-23,57200.0,0.05,15,CE,BFO-OPT,BFO
284002053,1109383,BANKEX2492353500CE,BANKEX,0,2024-09-23,53500.0,0.05,15,CE,BFO-OPT,BFO
284002309,1109384,BANKEX2492359500PE,BANKEX,0,2024-09-23,59500.0,0.05,15,PE,BFO-OPT,BFO
284002565,1109385,BANKEX2492358000PE,BANKEX,0,2024-09-23,58000.0,0.05,15,PE,BFO-OPT,BFO
284006661,1109401,BANKEX2492355800PE,BANKEX,0,2024-09-23,55800.0,0.05,15,PE,BFO-OPT,BFO
284007429,1109404,BANKEX2492354300PE,BANKEX,0,2024-09-23,54300.0,0.05,15,PE,BFO-OPT,BFO
284008453,1109408,BANKEX2492357500PE,BANKEX,0,2024-09-23,57500.0,0.05,15,PE,BFO-OPT,BFO
284009221,1109411,BANKEX2492356000PE,BANKEX,0,2024-09-23,56000.0,0.05,15,PE,BFO-OPT,BFO
284010245,1109415,BANKEX2492360600CE,BANKEX,0,2024-09-23,60600.0,0.05,15,CE,BFO-OPT,BFO
284014085,1109430,BANKEX2492353800PE,BANKEX,0,2024-09-23,53800.0,0.05,15,PE,BFO-OPT,BFO
284014853,1109433,BANKEX2492357800CE,BANKEX,0,2024-09-23,57800.0,0.05,15,CE,BFO-OPT,BFO
284015109,1109434,BANKEX2492356300CE,BANKEX,0,2024-09-23,56300.0,0.05,15,CE,BFO-OPT,BFO
284017669,1109444,BANKEX2492358000CE,BANKEX,0,2024-09-23,58000.0,0.05,15,CE,BFO-OPT,BFO
284021765,1109460,BANKEX2492360900PE,BANKEX,0,2024-09-23,60900.0,0.05,15,PE,BFO-OPT,BFO
284022021,1109461,BANKEX2492354300CE,BANKEX,0,2024-09-23,54300.0,0.05,15,CE,BFO-OPT,BFO
284027909,1109484,BANKEX2492356600PE,BANKEX,0,2024-09-23,56600.0,0.05,15,PE,BFO-OPT,BFO
284028933,1109488,BANKEX2492355100PE,BANKEX,0,2024-09-23,55100.0,0.05,15,PE,BFO-OPT,BFO
284030469,1109494,BANKEX2492359800PE,BANKEX,0,2024-09-23,59800.0,0.05,15,PE,BFO-OPT,BFO
284031493,1109498,BANKEX2492358300PE,BANKEX,0,2024-09-23,58300.0,0.05,15,PE,BFO-OPT,BFO
284034565,1109510,BANKEX2492352900PE,BANKEX,0,2024-09-23,52900.0,0.05,15,PE,BFO-OPT,BFO
284036357,1109517,BANKEX2492354600PE,BANKEX,0,2024-09-23,54600.0,0.05,15,PE,BFO-OPT,BFO
284036613,1109518,BANKEX2492353100PE,BANKEX,0,2024-09-23,53100.0,0.05,15,PE,BFO-OPT,BFO
284036869,1109519,BANKEX2492358600CE,BANKEX,0,2024-09-23,58600.0,0.05,15,CE,BFO-OPT,BFO
284037381,1109521,BANKEX2492357100CE,BANKEX,0,2024-09-23,57100.0,0.05,15,CE,BFO-OPT,BFO
284040453,1109533,BANKEX2492354900CE,BANKEX,0,2024-09-23,54900.0,0.05,15,CE,BFO-OPT,BFO
284040965,1109535,BANKEX2492353400CE,BANKEX,0,2024-09-23,53400.0,0.05,15,CE,BFO-OPT,BFO
284043269,1109544,BANKEX2492355100CE,BANKEX,0,2024-09-23,55100.0,0.05,15,CE,BFO-OPT,BFO
284043525,1109545,BANKEX2492360200PE,BANKEX,0,2024-09-23,60200.0,0.05,15,PE,BFO-OPT,BFO
284047877,1109562,BANKEX2492358900PE,BANKEX,0,2024-09-23,58900.0,0.05,15,PE,BFO-OPT,BFO
284048389,1109564,BANKEX2492357400PE,BANKEX,0,2024-09-23,57400.0,0.05,15,PE,BFO-OPT,BFO
284049413,1109568,BANKEX2492360500CE,BANKEX,0,2024-09-23,60500.0,0.05,15,CE,BFO-OPT,BFO
284050693,1109573,BANKEX2492359100PE,BANKEX,0,2024-09-23,59100.0,0.05,15,PE,BFO-OPT,BFO
284052997,1109582,BANKEX2492353700PE,BANKEX,0,2024-09-23,53700.0,0.05,15,PE,BFO-OPT,BFO
284055045,1109590,BANKEX2492355400PE,BANKEX,0,2024-09-23,55400.0,0.05,15,PE,BFO-OPT,BFO
284056069,1109594,BANKEX2492359400CE,BANKEX,0,2024-09-23,59400.0,0.05,15,CE,BFO-OPT,BFO
284059397,1109607,BANKEX2492355700CE,BANKEX,0,2024-09-23,55700.0,0.05,15,CE,BFO-OPT,BFO
284060165,1109610,BANKEX2492360800PE,BANKEX,0,2024-09-23,60800.0,0.05,15,PE,BFO-OPT,BFO
284060933,1109613,BANKEX2492354200CE,BANKEX,0,2024-09-23,54200.0,0.05,15,CE,BFO-OPT,BFO
284068357,1109642,BANKEX2492359700PE,BANKEX,0,2024-09-23,59700.0,0.05,15,PE,BFO-OPT,BFO
284068869,1109644,BANKEX2492358200PE,BANKEX,0,2024-09-23,58200.0,0.05,15,PE,BFO-OPT,BFO
284106757,1109792,BANKEX2492352500PE,BANKEX,0,2024-09-23,52500.0,0.05,15,PE,BFO-OPT,BFO
284111109,1109809,BANKEX2492352800CE,BANKEX,0,2024-09-23,52800.0,0.05,15,CE,BFO-OPT,BFO
284162309,1110009,BANKEX2492352600PE,BANKEX,0,2024-09-23,52600.0,0.05,15,PE,BFO-OPT,BFO
284184837,1110097,BANKEX2492352500CE,BANKEX,0,2024-09-23,52500.0,0.05,15,CE,BFO-OPT,BFO
284193797,1110132,BANKEX2492352800PE,BANKEX,0,2024-09-23,52800.0,0.05,15,PE,BFO-OPT,BFO
284213765,1110210,BANKEX2492352700PE,BANKEX,0,2024-09-23,52700.0,0.05,15,PE,BFO-OPT,BFO
284220677,1110237,BANKEX2492352700CE,BANKEX,0,2024-09-23,52700.0,0.05,15,CE,BFO-OPT,BFO
284234757,1110292,BANKEX2492352600CE,BANKEX,0,2024-09-23,52600.0,0.05,15,CE,BFO-OPT,BFO
284314373,1110603,BANKEX2492361000CE,BANKEX,0,2024-09-23,61000.0,0.05,15,CE,BFO-OPT,BFO
284341253,1110708,BANKEX2492361000PE,BANKEX,0,2024-09-23,61000.0,0.05,15,PE,BFO-OPT,BFO
286537989,1119289,BANKEX2492361200PE,BANKEX,0,2024-09-23,61200.0,0.05,15,PE,BFO-OPT,BFO
286541829,1119304,BANKEX2492361500CE,BANKEX,0,2024-09-23,61500.0,0.05,15,CE,BFO-OPT,BFO
286557957,1119367,BANKEX2492361100PE,BANKEX,0,2024-09-23,61100.0,0.05,15,PE,BFO-OPT,BFO
286572549,1119424,BANKEX2492361400PE,BANKEX,0,2024-09-23,61400.0,0.05,15,PE,BFO-OPT,BFO
286594565,1119510,BANKEX2492361300PE,BANKEX,0,2024-09-23,61300.0,0.05,15,PE,BFO-OPT,BFO
286616069,1119594,BANKEX2492361200CE,BANKEX,0,2024-09-23,61200.0,0.05,15,CE,BFO-OPT,BFO
286622469,1119619,BANKEX2492361500PE,BANKEX,0,2024-09-23,61500.0,0.05,15,PE,BFO-OPT,BFO
286636037,1119672,BANKEX2492361100CE,BANKEX,0,2024-09-23,61100.0,0.05,15,CE,BFO-OPT,BFO
286648325,1119720,BANKEX2492361400CE,BANKEX,0,2024-09-23,61400.0,0.05,15,CE,BFO-OPT,BFO
286664453,1119783,BANKEX2492361300CE,BANKEX,0,2024-09-23,61300.0,0.05,15,CE,BFO-OPT,BFO
286676485,1119830,BANKEX2492361600PE,BANKEX,0,2024-09-23,61600.0,0.05,15,PE,BFO-OPT,BFO
286684421,1119861,BANKEX2492361600CE,BANKEX,0,2024-09-23,61600.0,0.05,15,CE,BFO-OPT,BFO
286728965,1120035,BANKEX2492361700CE,BANKEX,0,2024-09-23,61700.0,0.05,15,CE,BFO-OPT,BFO
286799621,1120311,BANKEX2492361700PE,BANKEX,0,2024-09-23,61700.0,0.05,15,PE,BFO-OPT,BFO
216547845,845890,BANKEX24SEP57600CE,BANKEX,0,2024-09-30,57600.0,0.05,15,CE,BFO-OPT,BFO
216570117,845977,BANKEX24SEP57600PE,BANKEX,0,2024-09-30,57600.0,0.05,15,PE,BFO-OPT,BFO
216544773,845878,BANKEX24SEP57700PE,BANKEX,0,2024-09-30,57700.0,0.05,15,PE,BFO-OPT,BFO
216577797,846007,BANKEX24SEP57700CE,BANKEX,0,2024-09-30,57700.0,0.05,15,CE,BFO-OPT,BFO
216494341,845681,BANKEX24SEP57500PE,BANKEX,0,2024-09-30,57500.0,0.05,15,PE,BFO-OPT,BFO
216572165,845985,BANKEX24SEP57500CE,BANKEX,0,2024-09-30,57500.0,0.05,15,CE,BFO-OPT,BFO
216555525,845920,BANKEX24SEP57800CE,BANKEX,0,2024-09-30,57800.0,0.05,15,CE,BFO-OPT,BFO
216574725,845995,BANKEX24SEP57800PE,BANKEX,0,2024-09-30,57800.0,0.05,15,PE,BFO-OPT,BFO
216540677,845862,BANKEX24SEP57400CE,BANKEX,0,2024-09-30,57400.0,0.05,15,CE,BFO-OPT,BFO
216563461,845951,BANKEX24SEP57400PE,BANKEX,0,2024-09-30,57400.0,0.05,15,PE,BFO-OPT,BFO
216528389,845814,BANKEX24SEP57900CE,BANKEX,0,2024-09-30,57900.0,0.05,15,CE,BFO-OPT,BFO
216551429,845904,BANKEX24SEP57900PE,BANKEX,0,2024-09-30,57900.0,0.05,15,PE,BFO-OPT,BFO
216489477,845662,BANKEX24SEP57300PE,BANKEX,0,2024-09-30,57300.0,0.05,15,PE,BFO-OPT,BFO
216566533,845963,BANKEX24SEP57300CE,BANKEX,0,2024-09-30,57300.0,0.05,15,CE,BFO-OPT,BFO
216490245,845665,BANKEX24SEP58000CE,BANKEX,0,2024-09-30,58000.0,0.05,15,CE,BFO-OPT,BFO
216508677,845737,BANKEX24SEP58000PE,BANKEX,0,2024-09-30,58000.0,0.05,15,PE,BFO-OPT,BFO
216533509,845834,BANKEX24SEP57200CE,BANKEX,0,2024-09-30,57200.0,0.05,15,CE,BFO-OPT,BFO
216557317,845927,BANKEX24SEP57200PE,BANKEX,0,2024-09-30,57200.0,0.05,15,PE,BFO-OPT,BFO
216516101,845766,BANKEX24SEP58100CE,BANKEX,0,2024-09-30,58100.0,0.05,15,CE,BFO-OPT,BFO
216538373,845853,BANKEX24SEP58100PE,BANKEX,0,2024-09-30,58100.0,0.05,15,PE,BFO-OPT,BFO
216559621,845936,BANKEX24SEP57100CE,BANKEX,0,2024-09-30,57100.0,0.05,15,CE,BFO-OPT,BFO
216579077,846012,BANKEX24SEP57100PE,BANKEX,0,2024-09-30,57100.0,0.05,15,PE,BFO-OPT,BFO
216494853,845683,BANKEX24SEP58200CE,BANKEX,0,2024-09-30,58200.0,0.05,15,CE,BFO-OPT,BFO
216513029,845754,BANKEX24SEP58200PE,BANKEX,0,2024-09-30,58200.0,0.05,15,PE,BFO-OPT,BFO
216487941,845656,BANKEX24SEP57000CE,BANKEX,0,2024-09-30,57000.0,0.05,15,CE,BFO-OPT,BFO
216549893,845898,BANKEX24SEP57000PE,BANKEX,0,2024-09-30,57000.0,0.05,15,PE,BFO-OPT,BFO
216492549,845674,BANKEX24SEP58300PE,BANKEX,0,2024-09-30,58300.0,0.05,15,PE,BFO-OPT,BFO
216523013,845793,BANKEX24SEP58300CE,BANKEX,0,2024-09-30,58300.0,0.05,15,CE,BFO-OPT,BFO
216493061,845676,BANKEX24SEP56900PE,BANKEX,0,2024-09-30,56900.0,0.05,15,PE,BFO-OPT,BFO
216523525,845795,BANKEX24SEP56900CE,BANKEX,0,2024-09-30,56900.0,0.05,15,CE,BFO-OPT,BFO
216519429,845779,BANKEX24SEP58400PE,BANKEX,0,2024-09-30,58400.0,0.05,15,PE,BFO-OPT,BFO
227146245,887290,BANKEX24SEP64600PE,BANKEX,0,2024-09-30,64600.0,0.05,15,PE,BFO-OPT,BFO
227446533,888463,BANKEX24SEP64600CE,BANKEX,0,2024-09-30,64600.0,0.05,15,CE,BFO-OPT,BFO
227184901,887441,BANKEX24SEP64500PE,BANKEX,0,2024-09-30,64500.0,0.05,15,PE,BFO-OPT,BFO
227584773,889003,BANKEX24SEP64500CE,BANKEX,0,2024-09-30,64500.0,0.05,15,CE,BFO-OPT,BFO
221976325,867095,BANKEX24SEP64400PE,BANKEX,0,2024-09-30,64400.0,0.05,15,PE,BFO-OPT,BFO
222027013,867293,BANKEX24SEP64400CE,BANKEX,0,2024-09-30,64400.0,0.05,15,CE,BFO-OPT,BFO
217217797,848507,BANKEX24SEP64300PE,BANKEX,0,2024-09-30,64300.0,0.05,15,PE,BFO-OPT,BFO
217758725,850620,BANKEX24SEP64300CE,BANKEX,0,2024-09-30,64300.0,0.05,15,CE,BFO-OPT,BFO
217268997,848707,BANKEX24SEP64200CE,BANKEX,0,2024-09-30,64200.0,0.05,15,CE,BFO-OPT,BFO
217600773,850003,BANKEX24SEP64200PE,BANKEX,0,2024-09-30,64200.0,0.05,15,PE,BFO-OPT,BFO
216737029,846629,BANKEX24SEP64100CE,BANKEX,0,2024-09-30,64100.0,0.05,15,CE,BFO-OPT,BFO
216752389,846689,BANKEX24SEP64100PE,BANKEX,0,2024-09-30,64100.0,0.05,15,PE,BFO-OPT,BFO
216711685,846530,BANKEX24SEP64000CE,BANKEX,0,2024-09-30,64000.0,0.05,15,CE,BFO-OPT,BFO
216727557,846592,BANKEX24SEP64000PE,BANKEX,0,2024-09-30,64000.0,0.05,15,PE,BFO-OPT,BFO
216743685,846655,BANKEX24SEP63900CE,BANKEX,0,2024-09-30,63900.0,0.05,15,CE,BFO-OPT,BFO
216759301,846716,BANKEX24SEP63900PE,BANKEX,0,2024-09-30,63900.0,0.05,15,PE,BFO-OPT,BFO
216599813,846093,BANKEX24SEP63800PE,BANKEX,0,2024-09-30,63800.0,0.05,15,PE,BFO-OPT,BFO
216676357,846392,BANKEX24SEP63800CE,BANKEX,0,2024-09-30,63800.0,0.05,15,CE,BFO-OPT,BFO
216646661,846276,BANKEX24SEP63700CE,BANKEX,0,2024-09-30,63700.0,0.05,15,CE,BFO-OPT,BFO
216668933,846363,BANKEX24SEP63700PE,BANKEX,0,2024-09-30,63700.0,0.05,15,PE,BFO-OPT,BFO
216593669,846069,BANKEX24SEP63600PE,BANKEX,0,2024-09-30,63600.0,0.05,15,PE,BFO-OPT,BFO
216671493,846373,BANKEX24SEP63600CE,BANKEX,0,2024-09-30,63600.0,0.05,15,CE,BFO-OPT,BFO
216596485,846080,BANKEX24SEP63500CE,BANKEX,0,2024-09-30,63500.0,0.05,15,CE,BFO-OPT,BFO
216661509,846334,BANKEX24SEP63500PE,BANKEX,0,2024-09-30,63500.0,0.05,15,PE,BFO-OPT,BFO
216586245,846040,BANKEX24SEP63400PE,BANKEX,0,2024-09-30,63400.0,0.05,15,PE,BFO-OPT,BFO
216665093,846348,BANKEX24SEP63400CE,BANKEX,0,2024-09-30,63400.0,0.05,15,CE,BFO-OPT,BFO
216590597,846057,BANKEX24SEP63300CE,BANKEX,0,2024-09-30,63300.0,0.05,15,CE,BFO-OPT,BFO
216613637,846147,BANKEX24SEP63300PE,BANKEX,0,2024-09-30,63300.0,0.05,15,PE,BFO-OPT,BFO
216658949,846324,BANKEX24SEP63200CE,BANKEX,0,2024-09-30,63200.0,0.05,15,CE,BFO-OPT,BFO
216680709,846409,BANKEX24SEP63200PE,BANKEX,0,2024-09-30,63200.0,0.05,15,PE,BFO-OPT,BFO
216606981,846121,BANKEX24SEP63100PE,BANKEX,0,2024-09-30,63100.0,0.05,15,PE,BFO-OPT,BFO
216684549,846424,BANKEX24SEP63100CE,BANKEX,0,2024-09-30,63100.0,0.05,15,CE,BFO-OPT,BFO
216610309,846134,BANKEX24SEP63000CE,BANKEX,0,2024-09-30,63000.0,0.05,15,CE,BFO-OPT,BFO
216672773,846378,BANKEX24SEP63000PE,BANKEX,0,2024-09-30,63000.0,0.05,15,PE,BFO-OPT,BFO
216594949,846074,BANKEX24SEP62900CE,BANKEX,0,2024-09-30,62900.0,0.05,15,CE,BFO-OPT,BFO
216619013,846168,BANKEX24SEP62900PE,BANKEX,0,2024-09-30,62900.0,0.05,15,PE,BFO-OPT,BFO
216622341,846181,BANKEX24SEP62800CE,BANKEX,0,2024-09-30,62800.0,0.05,15,CE,BFO-OPT,BFO
216640517,846252,BANKEX24SEP62800PE,BANKEX,0,2024-09-30,62800.0,0.05,15,PE,BFO-OPT,BFO
216505349,845724,BANKEX24SEP62700PE,BANKEX,0,2024-09-30,62700.0,0.05,15,PE,BFO-OPT,BFO
