,instrument_token,last_price,last_traded_quantity,average_traded_price,volume_traded,total_buy_quantity,total_sell_quantity,ohlc,change,last_trade_time,oi,exchange_timestamp
1656,14223362,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1614.0}",-100.0,2024-05-27 12:09:18,0,2024-08-16 17:24:30
1657,9968386,6.2,0,0.0,0,0,0,"{'open': 7.3, 'high': 7.9, 'low': 6.2, 'close': 7.3}",-15.068493150684928,2024-08-16 14:56:45,660,2024-08-16 17:24:14
1658,9478658,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1301.7}",-100.0,2024-07-16 15:29:59,0,2024-08-16 17:24:58
1659,14958850,591.05,0,0.0,0,0,0,"{'open': 400.05, 'high': 713.45, 'low': 258.0, 'close': 303.05}",95.03382280151787,2024-08-16 15:29:59,252780,2024-08-16 17:24:12
1660,283862789,1543.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1543.0}",0.0,2024-01-25 00:00:00,0,2024-08-16 18:58:06
1661,288291589,2689.35,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2689.35}",0.0,2023-12-14 00:00:00,0,2024-08-16 18:58:12
1662,18197250,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 18.15}",-100.0,2022-09-29 15:29:58,0,2024-08-16 17:24:43
1663,10362370,2590.0,0,0.0,0,0,0,"{'open': 2933.9, 'high': 3154.25, 'low': 2590.0, 'close': 3237.35}",-19.996293264552797,2024-08-16 15:04:32,2340,2024-08-16 17:24:23
1664,283847173,4013.65,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 4013.65}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:06
1665,14226434,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1201.75}",-100.0,2024-05-23 15:25:06,0,2024-08-16 17:24:31
1666,14286594,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 5.15}",-100.0,2024-01-25 15:29:59,0,2024-08-16 17:24:48
1667,19105282,57.25,0,0.0,0,0,0,"{'open': 135.25, 'high': 154.9, 'low': 56.7, 'close': 189.15}",-69.7330161247687,2024-08-16 15:29:59,5076600,2024-08-16 17:25:00
1668,11303938,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 499.2}",-100.0,2024-07-22 15:29:59,0,2024-08-16 17:24:33
1669,15168002,0.35,0,0.0,0,0,0,"{'open': 0.7, 'high': 0.95, 'low': 0.35, 'close': 0.65}",-46.15384615384616,2024-08-16 15:29:49,18850,2024-08-16 17:24:29
1670,9439490,1008.3,0,0.0,0,0,0,"{'open': 1205.0, 'high': 1225.15, 'low': 1008.3, 'close': 1422.15}",-29.10030587490772,2024-08-16 15:17:28,325,2024-08-16 17:24:58
1671,222121221,3292.3,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 3292.3}",0.0,2023-11-23 00:00:00,0,2024-08-16 18:58:06
1672,10554882,0.0,0,0.0,0,0,0,"{'open': 685.85, 'high': 696.5, 'low': 675.9, 'close': 424.15}",-100.0,2024-06-27 15:29:45,0,2024-08-16 17:24:56
1673,12412674,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2114.45}",-100.0,2024-08-06 13:57:34,0,2024-08-16 17:24:19
1674,14777346,0.2,0,0.0,0,0,0,"{'open': 0.8, 'high': 1.0, 'low': 0.2, 'close': 0.75}",-73.33333333333334,2024-08-16 15:29:58,177900,2024-08-16 17:24:42
1675,222076165,2160.35,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2160.35}",0.0,2023-11-23 00:00:00,0,2024-08-16 18:58:11
1676,283189765,3482.2,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 3482.2}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:06
1677,15003394,1.15,0,0.0,0,0,0,"{'open': 2.2, 'high': 2.95, 'low': 1.05, 'close': 2.55}",-54.90196078431373,2024-08-16 15:29:58,215955,2024-08-16 17:24:12
1678,14117890,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1765.35}",-100.0,2024-05-27 09:19:39,0,2024-08-16 17:24:30
1679,9390594,548.05,0,0.0,0,0,0,"{'open': 320.0, 'high': 557.35, 'low': 262.35, 'close': 249.7}",119.48338005606728,2024-08-16 15:29:53,151225,2024-08-16 17:24:58
1680,14766338,274.7,0,0.0,0,0,0,"{'open': 394.0, 'high': 407.9, 'low': 262.0, 'close': 398.2}",-31.014565544952287,2024-08-16 14:46:09,550,2024-08-16 17:24:42
1681,216304645,1778.55,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1778.55}",0.0,2024-02-20 00:00:00,0,2024-08-16 18:58:10
1682,18465282,298.0,0,0.0,0,0,0,"{'open': 349.95, 'high': 450.0, 'low': 290.0, 'close': 509.95}",-41.56289832336504,2024-08-16 15:29:15,4600,2024-08-16 17:24:44
1683,215801093,5479.3,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 5479.3}",0.0,2024-02-20 00:00:00,0,2024-08-16 18:58:12
1684,9425922,3.75,0,0.0,0,0,0,"{'open': 4.0, 'high': 4.0, 'low': 2.1, 'close': 2.6}",44.230769230769226,2024-08-16 15:29:58,493500,2024-08-16 17:24:58
1685,14372610,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 682.9}",-100.0,2024-07-09 15:02:31,0,2024-08-16 17:24:49
1686,288127749,2641.5,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2641.5}",0.0,2023-12-14 00:00:00,0,2024-08-16 18:58:13
1687,288490757,2481.55,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2481.55}",0.0,2023-11-23 00:00:00,0,2024-08-16 18:58:06
1688,9972226,3970.9,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 3970.9}",0.0,2024-07-24 15:28:39,120,2024-08-16 17:24:14
1689,9483010,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1554.0}",-100.0,2024-07-16 15:29:53,0,2024-08-16 17:24:58
1690,10118402,0.0,0,0.0,0,0,0,"{'open': 9.7, 'high': 11.0, 'low': 0.05, 'close': 1152.5}",-100.0,2024-07-29 15:29:47,0,2024-08-16 17:24:40
1691,12355074,459.95,0,0.0,0,0,0,"{'open': 677.0, 'high': 727.55, 'low': 438.35, 'close': 1063.8}",-56.76348937770257,2024-08-16 15:25:00,1725,2024-08-16 17:24:18
1692,288474117,400.55,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 400.55}",0.0,2024-01-11 00:00:00,0,2024-08-16 18:58:06
1693,15563010,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 60.4}",-100.0,2023-07-26 09:17:17,0,2024-08-16 17:24:46
1694,11487234,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 863.85}",-100.0,2024-07-08 15:25:01,0,2024-08-16 17:24:21
1695,10010370,0.0,0,0.0,0,0,0,"{'open': 0.15, 'high': 0.55, 'low': 0.05, 'close': 108.0}",-100.0,2024-06-27 15:28:50,0,2024-08-16 17:24:55
1696,15601154,0.0,0,0.0,0,0,0,"{'open': 0.05, 'high': 0.05, 'low': 0.05, 'close': 307.8}",-100.0,2023-11-30 12:57:03,0,2024-08-16 17:24:46
1697,12247298,367.0,0,0.0,0,0,0,"{'open': 585.05, 'high': 740.0, 'low': 363.8, 'close': 785.35}",-53.269243012669506,2024-08-16 15:29:58,171555,2024-08-16 17:24:14
1698,283889925,1575.05,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1575.05}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:13
1699,283816709,799.8,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 799.8}",0.0,2024-01-25 00:00:00,0,2024-08-16 18:58:15
1700,222147333,3119.1,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 3119.1}",0.0,2023-11-23 00:00:00,0,2024-08-16 18:58:11
1701,216570117,2312.7,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2312.7}",0.0,2024-02-20 00:00:00,0,2024-08-16 18:58:13
1702,11608578,0.0,0,0.0,0,0,0,"{'open': 5.5, 'high': 98.0, 'low': 4.2, 'close': 29.65}",-100.0,2024-07-08 15:29:59,2029875,2024-08-16 17:24:21
1703,10983682,12.2,0,0.0,0,0,0,"{'open': 31.8, 'high': 31.8, 'low': 12.05, 'close': 33.2}",-63.25301204819278,2024-08-16 15:27:04,990,2024-08-16 17:24:14
1704,15172354,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2240.0}",-100.0,2024-06-27 14:37:09,0,2024-08-16 17:24:29
1705,283794949,1541.9,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1541.9}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:15
1706,15651586,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 7587.35}",-100.0,2023-12-22 14:29:37,0,2024-08-16 17:24:27
1707,9843714,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 81.4}",-100.0,2024-03-27 15:15:22,0,2024-08-16 17:24:31
1708,283164421,1950.7,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1950.7}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:13
1709,221431813,0.05,0,0.0,0,0,0,"{'open': 0.05, 'high': 0.1, 'low': 0.05, 'close': 1.25}",-96.0,2024-08-16 14:00:53,390,2024-08-16 18:58:12
1710,283136773,1908.25,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1908.25}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:06
1711,12074242,476.15,0,0.0,0,0,0,"{'open': 649.0, 'high': 808.0, 'low': 467.35, 'close': 855.85}",-44.36525092013788,2024-08-16 15:29:30,3915,2024-08-16 17:24:16
1712,222099973,167.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 167.0}",0.0,2023-12-21 00:00:00,0,2024-08-16 18:58:06
1713,10358018,2326.45,0,0.0,0,0,0,"{'open': 2326.45, 'high': 2326.45, 'low': 2326.45, 'close': 1875.55}",24.040947988590005,2024-08-16 14:23:16,45,2024-08-16 17:24:23
1714,13603842,0.0,0,0.0,0,0,0,"{'open': 0.9, 'high': 1.2, 'low': 0.05, 'close': 867.15}",-100.0,2024-08-12 15:29:03,0,2024-08-16 17:24:37
1715,12534018,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 296.2}",-100.0,2024-06-18 15:17:29,0,2024-08-16 17:25:10
1716,216558085,1456.7,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1456.7}",0.0,2024-02-15 00:00:00,0,2024-08-16 18:58:06
1717,9874178,104.0,0,0.0,0,0,0,"{'open': 207.3, 'high': 225.75, 'low': 104.0, 'close': 250.0}",-58.4,2024-08-16 15:17:22,475,2024-08-16 17:24:31
1718,221792261,1655.5,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1655.5}",0.0,2023-11-23 00:00:00,0,2024-08-16 18:58:12
1719,11123202,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1889.35}",-100.0,2022-12-08 15:25:39,0,2024-08-16 17:24:45
1720,13048322,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 7438.15}",-100.0,2022-06-30 14:00:30,0,2024-08-16 17:25:12
1721,221525253,5920.35,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 5920.35}",0.0,2023-12-21 00:00:00,0,2024-08-16 18:58:06
1722,14241282,7.75,0,0.0,0,0,0,"{'open': 6.7, 'high': 8.8, 'low': 5.05, 'close': 6.85}",13.138686131386866,2024-08-16 15:29:05,13250,2024-08-16 17:24:31
1723,11024386,810.0,0,0.0,0,0,0,"{'open': 1055.5, 'high': 1060.0, 'low': 772.3, 'close': 1098.85}",-26.286572325613136,2024-08-16 15:29:53,17445,2024-08-16 17:24:26
1724,288131845,1616.65,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1616.65}",0.0,2023-12-14 00:00:00,0,2024-08-16 18:58:06
1725,10658306,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 7020.5}",-100.0,2024-06-25 15:20:03,0,2024-08-16 17:24:24
1726,11621122,48.0,0,0.0,0,0,0,"{'open': 60.0, 'high': 71.35, 'low': 46.9, 'close': 81.4}",-41.03194103194104,2024-08-16 15:29:45,160125,2024-08-16 17:25:07
1727,14945026,6.55,0,0.0,0,0,0,"{'open': 15.25, 'high': 15.25, 'low': 5.6, 'close': 21.65}",-69.7459584295612,2024-08-16 15:29:58,992145,2024-08-16 17:24:11
1728,18247170,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 167.5}",-100.0,2024-04-24 15:10:47,0,2024-08-16 17:24:44
1729,15135234,548.05,0,0.0,0,0,0,"{'open': 380.0, 'high': 566.1, 'low': 256.0, 'close': 292.65}",87.27148470869639,2024-08-16 15:29:13,10225,2024-08-16 17:24:29
1730,225453829,5364.6,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 5364.6}",0.0,2023-12-07 00:00:00,0,2024-08-16 18:58:12
1731,10421250,27.75,0,0.0,0,0,0,"{'open': 28.0, 'high': 29.0, 'low': 27.75, 'close': 47.25}",-41.26984126984127,2024-08-16 15:29:24,425,2024-08-16 17:25:03
1732,14010114,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 595.55}",-100.0,2024-06-03 15:29:53,0,2024-08-16 17:24:39
1733,10949122,37.6,0,0.0,0,0,0,"{'open': 105.0, 'high': 105.0, 'low': 37.6, 'close': 51.0}",-26.274509803921564,2024-08-16 15:29:38,450,2024-08-16 17:24:18
1734,11395074,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1751.9}",-100.0,2024-03-27 14:37:49,0,2024-08-16 17:24:33
1735,283236869,2590.9,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2590.9}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:06
1736,15590146,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 207.9}",-100.0,2024-04-23 11:23:56,0,2024-08-16 17:24:46
1737,226882821,2289.25,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2289.25}",0.0,2024-02-01 00:00:00,0,2024-08-16 18:58:06
1738,15139330,230.75,0,0.0,0,0,0,"{'open': 140.05, 'high': 262.05, 'low': 67.55, 'close': 98.85}",133.4344967121902,2024-08-16 15:29:58,261350,2024-08-16 17:24:29
1739,9863426,80.0,0,0.0,0,0,0,"{'open': 162.0, 'high': 179.1, 'low': 79.1, 'close': 206.85}",-61.3246313753928,2024-08-16 15:02:44,350,2024-08-16 17:24:31
1740,282136069,6021.15,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 6021.15}",0.0,2023-08-31 00:00:00,0,2024-08-16 18:58:11
1741,222194181,1375.85,0,0.0,0,0,0,"{'open': 0.0, 'high': 6.6, 'low': 1.05, 'close': 1375.85}",0.0,2023-11-23 00:00:00,2000,2024-08-16 18:58:11
1742,283128325,4591.5,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 4591.5}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:06
1743,226533893,945.5,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 945.5}",0.0,2024-02-20 00:00:00,0,2024-08-16 18:58:10
1744,281657605,958.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 958.0}",0.0,2024-01-25 00:00:00,0,2024-08-16 18:58:10
1745,221660677,0.1,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 0.1}",0.0,2023-12-07 00:00:00,0,2024-08-16 18:58:09
1746,13725954,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1867.9}",-100.0,2022-11-24 15:29:53,0,2024-08-16 17:25:14
1747,282113029,962.9,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 962.9}",0.0,2024-01-25 00:00:00,0,2024-08-16 18:58:11
1748,284002821,577.65,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 577.65}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:10
1749,282763525,46.65,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 46.65}",0.0,2024-01-25 00:00:00,0,2024-08-16 18:58:06
1750,216212741,64.6,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 64.6}",0.0,2024-02-20 00:00:00,0,2024-08-16 18:58:12
1751,15153666,0.6,0,0.0,0,0,0,"{'open': 1.1, 'high': 1.5, 'low': 0.4, 'close': 1.05}",-42.85714285714286,2024-08-16 15:29:55,113425,2024-08-16 17:24:29
1752,14978050,2.4,0,0.0,0,0,0,"{'open': 5.0, 'high': 5.5, 'low': 2.1, 'close': 4.35}",-44.82758620689655,2024-08-16 15:29:59,212895,2024-08-16 17:24:12
1753,288489733,1597.3,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1597.3}",0.0,2023-12-14 00:00:00,0,2024-08-16 18:58:16
1754,13274626,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2169.85}",-100.0,2024-02-29 13:09:34,0,2024-08-16 17:24:30
1755,19097346,1025.0,0,0.0,0,0,0,"{'open': 801.65, 'high': 1028.6, 'low': 713.85, 'close': 663.6}",54.46051838456901,2024-08-16 15:29:47,24800,2024-08-16 17:25:00
1756,222131205,321.7,0,0.0,0,0,0,"{'open': 661.4, 'high': 961.35, 'low': 306.05, 'close': 1056.95}",-69.56336628979611,2024-08-16 15:29:58,64470,2024-08-16 18:58:12
1757,9884674,96.5,0,0.0,0,0,0,"{'open': 177.35, 'high': 177.35, 'low': 96.5, 'close': 256.45}",-62.37083252095925,2024-08-16 15:23:48,1675,2024-08-16 17:25:01
1758,18308354,6.65,0,0.0,0,0,0,"{'open': 12.05, 'high': 12.05, 'low': 4.2, 'close': 25.2}",-73.6111111111111,2024-08-16 15:29:31,10850,2024-08-16 17:24:44
1759,15627522,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 704.65}",-100.0,2023-06-28 15:29:20,0,2024-08-16 17:24:46
1760,224280069,3055.9,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 3055.9}",0.0,2024-01-11 00:00:00,0,2024-08-16 18:58:12
1761,216525573,1670.25,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1670.25}",0.0,2024-02-20 00:00:00,0,2024-08-16 18:58:06
1762,14528514,1309.45,0,0.0,0,0,0,"{'open': 1080.0, 'high': 1310.05, 'low': 983.0, 'close': 923.25}",41.83049011643651,2024-08-16 15:25:52,30075,2024-08-16 17:24:59
1763,283772933,1293.75,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1293.75}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:15
1764,12349442,10390.0,0,0.0,0,0,0,"{'open': 10390.0, 'high': 10390.0, 'low': 10390.0, 'close': 10475.0}",-0.8114558472553699,2024-08-16 10:11:03,75,2024-08-16 17:24:15
1765,11547394,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1423.8}",-100.0,2024-07-08 15:25:51,0,2024-08-16 17:24:21
1766,283753989,1748.05,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1748.05}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:12
1767,14801922,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1688.2}",-100.0,2024-05-30 15:06:15,0,2024-08-16 17:24:42
1768,14527234,15.15,0,0.0,0,0,0,"{'open': 20.2, 'high': 29.5, 'low': 14.85, 'close': 39.5}",-61.64556962025316,2024-08-16 15:29:53,42650,2024-08-16 17:24:59
1769,15139842,190.0,0,0.0,0,0,0,"{'open': 106.45, 'high': 225.0, 'low': 53.3, 'close': 82.7}",129.74607013301087,2024-08-16 15:29:57,122850,2024-08-16 17:24:29
1770,14508802,4.25,0,0.0,0,0,0,"{'open': 3.0, 'high': 4.25, 'low': 3.0, 'close': 5.85}",-27.350427350427346,2024-08-16 15:28:56,4025,2024-08-16 17:24:59
1771,9802498,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1764.45}",-100.0,2024-01-03 15:26:40,0,2024-08-16 17:24:31
1772,10970370,6.95,0,0.0,0,0,0,"{'open': 10.2, 'high': 13.7, 'low': 6.75, 'close': 10.4}",-33.17307692307692,2024-08-16 15:27:00,4275,2024-08-16 17:24:13
1773,18298882,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 375.75}",-100.0,2023-12-28 15:21:56,0,2024-08-16 17:24:44
1774,283826181,933.1,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 933.1}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:06
1775,284058373,4106.5,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 4106.5}",0.0,2024-01-25 00:00:00,0,2024-08-16 18:58:06
1776,282700037,421.15,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 421.15}",0.0,2023-09-14 00:00:00,0,2024-08-16 18:58:13
1777,216680709,6338.9,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 6338.9}",0.0,2024-02-15 00:00:00,0,2024-08-16 18:58:06
1778,284248069,13.0,0,0.0,0,0,0,"{'open': 38.0, 'high': 38.0, 'low': 13.0, 'close': 47.7}",-72.74633123689728,2024-08-16 15:27:45,100,2024-08-16 18:58:12
1779,18297602,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 6063.1}",-100.0,2022-05-26 09:30:10,0,2024-08-16 17:25:13
1780,14958594,120.0,0,0.0,0,0,0,"{'open': 296.5, 'high': 444.05, 'low': 113.55, 'close': 476.5}",-74.81636935991605,2024-08-16 15:29:59,2009055,2024-08-16 17:24:12
1781,12093442,0.0,0,0.0,0,0,0,"{'open': 0.75, 'high': 0.75, 'low': 0.05, 'close': 1919.4}",-100.0,2022-12-15 15:29:31,0,2024-08-16 17:24:33
1782,10240258,0.0,0,0.0,0,0,0,"{'open': 6.1, 'high': 16.9, 'low': 3.0, 'close': 160.45}",-100.0,2024-05-30 15:24:03,0,2024-08-16 17:24:55
1783,12344066,6334.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 6334.0}",0.0,2024-08-13 14:21:57,2130,2024-08-16 17:24:15
1784,14246146,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2847.35}",-100.0,2024-05-27 15:29:53,0,2024-08-16 17:24:31
1785,9648130,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 44.3}",-100.0,2024-06-25 15:29:56,0,2024-08-16 17:24:22
1786,288345605,632.1,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 632.1}",0.0,2023-11-23 00:00:00,0,2024-08-16 18:58:12
1787,226548741,5288.05,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 5288.05}",0.0,2024-02-01 00:00:00,0,2024-08-16 18:58:15
1788,14378754,0.0,0,0.0,0,0,0,"{'open': 19.95, 'high': 28.1, 'low': 0.1, 'close': 919.4}",-100.0,2024-07-25 15:28:12,0,2024-08-16 17:24:49
1789,221637381,5321.5,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 5321.5}",0.0,2023-11-16 00:00:00,0,2024-08-16 18:58:11
1790,282101765,1283.35,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1283.35}",0.0,2024-01-25 00:00:00,0,2024-08-16 18:58:13
1791,283142917,5156.65,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 5156.65}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:06
1792,18441474,262.3,0,0.0,0,0,0,"{'open': 285.0, 'high': 291.3, 'low': 185.0, 'close': 191.3}",37.1144798745426,2024-08-16 15:28:00,3650,2024-08-16 17:24:44
1793,11310082,0.0,0,0.0,0,0,0,"{'open': 564.9, 'high': 564.9, 'low': 155.3, 'close': 637.85}",-100.0,2024-07-22 15:29:45,0,2024-08-16 17:24:33
1794,283940101,273.45,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 273.45}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:11
1795,11279874,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2259.0}",-100.0,2024-06-18 14:18:52,0,2024-08-16 17:24:35
1796,296870661,4681.35,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 4681.35}",0.0,2024-02-20 00:00:00,0,2024-08-16 18:58:10
1797,13042434,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1748.4}",-100.0,2024-07-23 15:29:59,0,2024-08-16 17:24:16
1798,10120450,0.0,0,0.0,0,0,0,"{'open': 177.2, 'high': 186.15, 'low': 42.0, 'close': 1389.85}",-100.0,2024-07-29 15:29:57,0,2024-08-16 17:24:40
1799,17376002,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 122.5}",-100.0,2022-01-27 15:29:53,0,2024-08-16 17:25:06
1800,10342402,1152.6,0,0.0,0,0,0,"{'open': 1234.0, 'high': 1234.0, 'low': 1133.0, 'close': 1669.1}",-30.944820561979512,2024-08-16 15:22:54,585,2024-08-16 17:24:23
